Name,Age,Season,Transfer_fee,pac,dri,sho,def,pas,phy
Alberto Moreno,22,2014-2015,18000000,,,,,,
Gervinho,28,2015-2016,18000000,,,,,,
Matteo Darmian,25,2015-2016,18000000,,,,,,
Simone Zaza,24,2015-2016,18000000,,,,,,
Sergej Milinkovic-Savic,20,2015-2016,18000000,,,,,,
Claudio Bravo,33,2016-2017,18000000,,,,,,
Nolito,29,2016-2017,18000000,,,,,,
Aleksandar Dragovic,25,2016-2017,18000000,,,,,,
Leonardo Pavoletti,28,2016-2017,18000000,,,,,,
Jordon Ibe,20,2016-2017,18000000,,,,,,
Alexandre Pato,27,2016-2017,18000000,,,,,,
Borja Bastón,23,2016-2017,18000000,,,,,,
Mateo Musacchio,26,2017-2018,18000000,,,,,,
Karl Toko Ekambi,25,2018-2019,18000000,,,,,,
Mohamed Elyounoussi,23,2018-2019,18000000,,,,,,
Angelo Peruzzi,30,2000-2001,17900000,,,,,,
Sergio,24,2001-2002,17900000,,,,,,
Oumar Niasse,25,2015-2016,17900000,,,,,,
Rúben Neves,20,2017-2018,17900000,,,,,,
Yuhao Zhao,23,2016-2017,17800000,,,,,,
Chicharito,29,2017-2018,17800000,,,,,,
Diego Tristán,24,2000-2001,17750000,,,,,,
Nathaniel Clyne,24,2015-2016,17700000,,,,,,
Steve Marlet,27,2001-2002,17600000,,,,,,
Wilfred Ndidi,20,2016-2017,17600000,,,,,,
Sylvain Wiltord,26,2000-2001,17500000,,,,,,
Fernando Redondo,31,2000-2001,17500000,,,,,,
Louis Saha,25,2003-2004,17500000,,,,,,
Kevin Strootman,23,2013-2014,17500000,,,,,,
Andy Carroll,24,2013-2014,17500000,,,,,,
Daley Blind,24,2014-2015,17500000,,,,,,
Panagiotis Retsos,19,2017-2018,17500000,,,,,,
Roman Pavlyuchenko,26,2008-2009,17400000,,,,,,
Ryan Babel,20,2007-2008,17250000,,,,,,
Justin Kluivert,19,2018-2019,17250000,,,,,,
Marco Reus,23,2012-2013,17100000,,,,,,
Britt Assombalonga,24,2017-2018,17100000,,,,,,
Jardel,26,2000-2001,17050000,,,,,,
Nuno Gomes,24,2000-2001,17000000,,,,,,
Sérgio Conceição,25,2000-2001,17000000,,,,,,
Philippe Christanval,22,2001-2002,17000000,,,,,,
Evanilson,25,2001-2002,17000000,,,,,,
Stefano Fiore,29,2004-2005,17000000,,,,,,
Afonso Alves,26,2007-2008,17000000,,,,,,
Aleksandr Hleb,27,2008-2009,17000000,,,,,,
Luiz Gustavo,23,2010-2011,17000000,,,,,,
Érik Lamela,19,2011-2012,17000000,,,,,,
Xherdan Shaqiri,23,2015-2016,17000000,,,,,,
José Salomón Rondón,25,2015-2016,17000000,,,,,,
Aleix Vidal,25,2015-2016,17000000,,,,,,
Manolo Gabbiadini,25,2016-2017,17000000,,,,,,
Lucas Biglia,31,2017-2018,17000000,,,,,,
Olivier Giroud,31,2017-2018,17000000,,,,,,
Medhi Benatia,30,2017-2018,17000000,,,,,,
Matthias Ginter,23,2017-2018,17000000,,,,,,
John Anthony Brooks,24,2017-2018,17000000,,,,,,
Jürgen Locadia,24,2017-2018,17000000,,,,,,
Mario Lemina,23,2017-2018,17000000,,,,,,
Jhon Córdoba,24,2017-2018,17000000,,,,,,
Ismaïla Sarr,19,2017-2018,17000000,,,,,,
Duván Zapata,27,2018-2019,17000000,,,,,,
Ross Barkley,24,2017-2018,16900000,,,,,,
Yves Bissouma,21,2018-2019,16900000,,,,,,
Robbie Fowler,26,2001-2002,16800000,,,,,,
Abdul Kader Keita,25,2007-2008,16800000,,,,,,
Javi García,27,2014-2015,16800000,,,,,,
Franco Vázquez,27,2016-2017,16800000,,,,,,
Robbie Keane,28,2008-2009,16700000,,,,,,
Gerson,19,2016-2017,16600000,,,,,,
Alfonso,27,2000-2001,16500000,,,,,,
Yakubu Aiyegbeni,24,2007-2008,16500000,,,,,,
Andrey Arshavin,27,2008-2009,16500000,,,,,,
Martín Cáceres,21,2008-2009,16500000,,,,,,
Nilmar,25,2009-2010,16500000,,,,,,
Mohamed Salah,21,2013-2014,16500000,,,,,,
Lucas Digne,22,2016-2017,16500000,,,,,,
Dani Ceballos,20,2017-2018,16500000,,,,,,
Jermain Defoe,26,2008-2009,16400000,,,,,,
Wesley Hoedt,23,2017-2018,16400000,,,,,,
Chris Wood,25,2017-2018,16400000,,,,,,
Sam Clucas,26,2017-2018,16300000,,,,,,
Francisco Farinós,22,2000-2001,16250000,,,,,,
Miralem Sulejmani,19,2008-2009,16250000,,,,,,
Aly Cissokho,21,2009-2010,16200000,,,,,,
Kakhaber Kaladze,22,2000-2001,16000000,,,,,,
Frank Lampard,23,2001-2002,16000000,,,,,,
Javi Moreno,26,2001-2002,16000000,,,,,,
Xabi Alonso,22,2004-2005,16000000,,,,,,
Matteo Brighi,23,2004-2005,16000000,,,,,,
Zlatan Ibrahimovic,22,2004-2005,16000000,,,,,,
Maniche,27,2005-2006,16000000,,,,,,
Wálter Samuel,27,2005-2006,16000000,,,,,,
Émerson,30,2006-2007,16000000,,,,,,
Obafemi Martins,21,2006-2007,16000000,,,,,,
Cristian Chivu,26,2007-2008,16000000,,,,,,
Samir Nasri,21,2008-2009,16000000,,,,,,
André-Pierre Gignac,24,2010-2011,16000000,,,,,,
Asamoah Gyan,24,2010-2011,16000000,,,,,,
Daniel Osvaldo,25,2011-2012,16000000,,,,,,
Shinji Kagawa,23,2012-2013,16000000,,,,,,
Luiz Gustavo,26,2013-2014,16000000,,,,,,
Wilfried Bony,24,2013-2014,16000000,,,,,,
Jan Oblak,21,2014-2015,16000000,,,,,,
Filipe Luís,29,2015-2016,16000000,,,,,,
Toby Alderweireld,26,2015-2016,16000000,,,,,,
Moussa Sow,29,2015-2016,16000000,,,,,,
Jonjo Shelvey,23,2015-2016,16000000,,,,,,
Roberto Soldado,30,2015-2016,16000000,,,,,,
Memphis Depay,22,2016-2017,16000000,,,,,,
Rafa Silva,23,2016-2017,16000000,,,,,,
Sime Vrsaljko,24,2016-2017,16000000,,,,,,
Simone Zaza,26,2017-2018,16000000,,,,,,
Yuri Berchiche,27,2017-2018,16000000,,,,,,
Emanuel Mammana,21,2017-2018,16000000,,,,,,
Badou Ndiaye,27,2017-2018,16000000,,,,,,
Jean-Kévin Augustin,20,2017-2018,16000000,,,,,,
Lautaro Martínez,20,2018-2019,16000000,,,,,,
Sokratis,30,2018-2019,16000000,,,,,,
Daley Blind,28,2018-2019,16000000,,,,,,
Nordi Mukiele,20,2018-2019,16000000,,,,,,
Bernardo Silva,20,2014-2015,15750000,,,,,,
Dimitar Berbatov,25,2006-2007,15700000,,,,,,
Andros Townsend,24,2015-2016,15700000,,,,,,
Virgil van Dijk,24,2015-2016,15700000,,,,,,
Fred,21,2005-2006,15600000,,,,,,
Andros Townsend,24,2016-2017,15600000,,,,,,
Luca Toni,24,2001-2002,15500000,,,,,,
Cristian Zenoni,24,2001-2002,15500000,,,,,,
Damien Duff,27,2006-2007,15500000,,,,,,
Craig Bellamy,29,2008-2009,15500000,,,,,,
Diego,25,2010-2011,15500000,,,,,,
Loïc Rémy,23,2010-2011,15500000,,,,,,
Leonardo Bonucci,23,2010-2011,15500000,,,,,,
Alessandro Matri,26,2011-2012,15500000,,,,,,
Stephan El Shaarawy,18,2011-2012,15500000,,,,,,
Mario Gómez,28,2013-2014,15500000,,,,,,
Joe Allen,26,2016-2017,15500000,,,,,,
Nampalys Mendy,24,2016-2017,15500000,,,,,,
Ryan Mason,25,2016-2017,15400000,,,,,,
Francis Jeffers,20,2000-2001,15300000,,,,,,
James McCarthy,22,2013-2014,15300000,,,,,,
Graziano Pellè,31,2016-2017,15250000,,,,,,
Taison,25,2012-2013,15240000,,,,,,
Gastón Ramírez,21,2012-2013,15200000,,,,,,
Steven Fletcher,25,2012-2013,15200000,,,,,,
Matija Nastasic,19,2012-2013,15200000,,,,,,
Konstantinos Mitroglou,25,2013-2014,15200000,,,,,,
Nacer Chadli,27,2016-2017,15200000,,,,,,
Oliver Burke,19,2016-2017,15200000,,,,,,
Oliver Burke,20,2017-2018,15200000,,,,,,
Daniel Osvaldo,27,2013-2014,15100000,,,,,,
Robbie Brady,25,2016-2017,15100000,,,,,,
Luka Milivojevic,25,2016-2017,15100000,,,,,,
Fernando Llorente,32,2017-2018,15100000,,,,,,
Emmanuel Petit,29,2000-2001,15000000,,,,,,
Darko Kovacevic,27,2001-2002,15000000,,,,,,
Michalis Konstantinou,23,2001-2002,15000000,,,,,,
Massimo Donati,20,2001-2002,15000000,,,,,,
Nicolas Anelka,23,2002-2003,15000000,,,,,,
Albert Luque,24,2002-2003,15000000,,,,,,
El-Hadji Diouf,21,2002-2003,15000000,,,,,,
Geovanni,23,2003-2004,15000000,,,,,,
Evanilson,27,2003-2004,15000000,,,,,,
Carlos Tévez,20,2004-2005,15000000,,,,,,
Tiago,23,2004-2005,15000000,,,,,,
Jermaine Jenas,22,2005-2006,15000000,,,,,,
Aleksandr Hleb,24,2005-2006,15000000,,,,,,
Ruud van Nistelrooy,30,2006-2007,15000000,,,,,,
Ricardo Oliveira,26,2006-2007,15000000,,,,,,
Miroslav Klose,29,2007-2008,15000000,,,,,,
Éric Abidal,27,2007-2008,15000000,,,,,,
Mauro Zárate,20,2007-2008,15000000,,,,,,
Nery Castillo,23,2007-2008,15000000,,,,,,
Rafael van der Vaart,25,2008-2009,15000000,,,,,,
James Milner,22,2008-2009,15000000,,,,,,
Wilson Palacios,24,2008-2009,15000000,,,,,,
Wesley Sneijder,25,2009-2010,15000000,,,,,,
Klaas-Jan Huntelaar,26,2009-2010,15000000,,,,,,
Álvaro Negredo,24,2009-2010,15000000,,,,,,
Ricardo Oliveira,29,2009-2010,15000000,,,,,,
Raúl Albiol,23,2009-2010,15000000,,,,,,
Robert Acquafresca,21,2009-2010,15000000,,,,,,
Milos Krasic,25,2010-2011,15000000,,,,,,
Dmytro Chygrynskiy,23,2010-2011,15000000,,,,,,
Mirko Vucinic,27,2011-2012,15000000,,,,,,
Romelu Lukaku,18,2011-2012,15000000,,,,,,
Domenico Criscito,24,2011-2012,15000000,,,,,,
Yuri Zhirkov,27,2011-2012,15000000,,,,,,
Alexandre Pato,23,2012-2013,15000000,,,,,,
Lukas Podolski,27,2012-2013,15000000,,,,,,
Daniel Sturridge,23,2012-2013,15000000,,,,,,
Christopher Samba,28,2012-2013,15000000,,,,,,
Jack Rodwell,21,2012-2013,15000000,,,,,,
Samir Handanovic,28,2012-2013,15000000,,,,,,
Igor Denisov,29,2013-2014,15000000,,,,,,
Igor Denisov,29,2013-2014,15000000,,,,,,
Moubarak Boussoufa,29,2013-2014,15000000,,,,,,
Angelo Ogbonna,25,2013-2014,15000000,,,,,,
Lucas Digne,20,2013-2014,15000000,,,,,,
Fred,20,2013-2014,15000000,,,,,,
Juan Iturbe,21,2014-2015,15000000,,,,,,
Alessio Cerci,27,2014-2015,15000000,,,,,,
Radja Nainggolan,26,2014-2015,15000000,,,,,,
Fernando,26,2014-2015,15000000,,,,,,
Éverton Ribeiro,25,2014-2015,15000000,,,,,,
Ricardo Goulart,23,2014-2015,15000000,,,,,,
Mathieu Debuchy,28,2014-2015,15000000,,,,,,
Gabriel Paulista,24,2014-2015,15000000,,,,,,
Enner Valencia,24,2014-2015,15000000,,,,,,
Roberto Pereyra,24,2015-2016,15000000,,,,,,
Xherdan Shaqiri,23,2015-2016,15000000,,,,,,
Asier Illarramendi,25,2015-2016,15000000,,,,,,
Dimitri Payet,28,2015-2016,15000000,,,,,,
Mario Suárez,28,2015-2016,15000000,,,,,,
Jordy Clasie,24,2015-2016,15000000,,,,,,
João Cancelo,21,2015-2016,15000000,,,,,,
Ivan Cavaleiro,21,2015-2016,15000000,,,,,,
Mohamed Salah,24,2016-2017,15000000,,,,,,
Christoph Kramer,25,2016-2017,15000000,,,,,,
Ousmane Dembélé,19,2016-2017,15000000,,,,,,
Jonatan Soriano,31,2016-2017,15000000,,,,,,
Pierre-Emile Höjbjerg,20,2016-2017,15000000,,,,,,
Djibril Sidibé,23,2016-2017,15000000,,,,,,
Isaac Success,20,2016-2017,15000000,,,,,,
Hélder Costa,23,2016-2017,15000000,,,,,,
Ricardo Rodríguez,24,2017-2018,15000000,,,,,,
José Izquierdo,25,2017-2018,15000000,,,,,,
Konstantinos Mitroglou,29,2017-2018,15000000,,,,,,
Terence Kongolo,23,2017-2018,15000000,,,,,,
Giovanni Simeone,22,2017-2018,15000000,,,,,,
Vicente Iborra,29,2017-2018,15000000,,,,,,
Sebastián Driussi,21,2017-2018,15000000,,,,,,
Gianluca Caprari,23,2017-2018,15000000,,,,,,
Joris Gnagnon,21,2018-2019,15000000,,,,,,
Joaquín Correa,23,2018-2019,15000000,,,,,,
Grégoire Defrel,27,2018-2019,15000000,,,,,,
Mouctar Diakhaby,21,2018-2019,15000000,,,,,,
Ibrahim Amadou,25,2018-2019,15000000,,,,,,
João Carvalho,21,2018-2019,15000000,,,,,,
Matheus Cunha,19,2018-2019,15000000,,,,,,
Ederson,22,2008-2009,14900000,,,,,,
Shane Long,27,2014-2015,14900000,,,,,,
Roger Martínez,24,2018-2019,14900000,,,,,,
Rodolfo Pizarro,22,2016-2017,14750000,,,,,,
Gareth Bale,17,2007-2008,14700000,,,,,,
Xherdan Shaqiri,26,2018-2019,14700000,,,,,,
Carlos Tévez,22,2006-2007,14600000,,,,,,
Javier Mascherano,22,2006-2007,14600000,,,,,,
Kurt Zouma,19,2013-2014,14600000,,,,,,
Tomás Rosicky,20,2000-2001,14500000,,,,,,
Adriano,20,2002-2003,14500000,,,,,,
Anatoliy Tymoshchuk,27,2006-2007,14500000,,,,,,
Matuzalém,27,2007-2008,14500000,,,,,,
Victor Wanyama,22,2013-2014,14500000,,,,,,
Hakan Calhanoglu,20,2014-2015,14500000,,,,,,
Amadou Diawara,19,2016-2017,14500000,,,,,,
Rodolfo Pizarro,24,2018-2019,14500000,,,,,,
Catanha,28,2000-2001,14420000,,,,,,
Juan Pablo Ángel,25,2000-2001,14400000,,,,,,
Seydou Doumbia,27,2014-2015,14400000,,,,,,
Victor Wanyama,25,2016-2017,14400000,,,,,,
Laurent Robert,26,2001-2002,14330000,,,,,,
Ross McCormack,29,2016-2017,14300000,,,,,,
Clinton N'Jie,22,2015-2016,14100000,,,,,,
Mateja Kezman,21,2000-2001,14000000,,,,,,
Claude Makélélé,27,2000-2001,14000000,,,,,,
Ivan Pelizzoli,20,2001-2002,14000000,,,,,,
Scott Parker,23,2003-2004,14000000,,,,,,
Valeri Bojinov,18,2004-2005,14000000,,,,,,
Matuzalém,24,2004-2005,14000000,,,,,,
Gianluca Zambrotta,29,2006-2007,14000000,,,,,,
Royston Drenthe,20,2007-2008,14000000,,,,,,
Willian,19,2007-2008,14000000,,,,,,
Nikola Zigic,26,2007-2008,14000000,,,,,,
Marcell Jansen,21,2007-2008,14000000,,,,,,
Alberto Gilardino,26,2008-2009,14000000,,,,,,
Jean II Makoun,25,2008-2009,14000000,,,,,,
Sulley Muntari,23,2008-2009,14000000,,,,,,
Andrea Barzagli,27,2008-2009,14000000,,,,,,
Dani Güiza,27,2008-2009,14000000,,,,,,
Seydou Keita,28,2008-2009,14000000,,,,,,
Keirrison,20,2009-2010,14000000,,,,,,
Sami Khedira,23,2010-2011,14000000,,,,,,
Klaas-Jan Huntelaar,27,2010-2011,14000000,,,,,,
Balázs Dzsudzsák,24,2011-2012,14000000,,,,,,
Christopher Samba,27,2011-2012,14000000,,,,,,
Jordi Alba,23,2012-2013,14000000,,,,,,
Carlos Vela,23,2012-2013,14000000,,,,,,
Pizzi,23,2013-2014,14000000,,,,,,
Dusan Tadic,25,2014-2015,14000000,,,,,,
Petr Cech,33,2015-2016,14000000,,,,,,
Paulinho,26,2015-2016,14000000,,,,,,
Adama Traoré,20,2015-2016,14000000,,,,,,
Lucas Pérez,27,2016-2017,14000000,,,,,,
Piotr Zielinski,22,2016-2017,14000000,,,,,,
Filip Kostic,23,2016-2017,14000000,,,,,,
Ashley Williams,31,2016-2017,14000000,,,,,,
Timo Werner,20,2016-2017,14000000,,,,,,
Francis Coquelin,26,2017-2018,14000000,,,,,,
Enes Ünal,20,2017-2018,14000000,,,,,,
Rúben Semedo,23,2017-2018,14000000,,,,,,
Rick Karsdorp,22,2017-2018,14000000,,,,,,
Thiago Maia,20,2017-2018,14000000,,,,,,
Diogo Jota,21,2018-2019,14000000,,,,,,
Daniel Ginczek,27,2018-2019,14000000,,,,,,
Jean-Eudes Aholou,24,2018-2019,14000000,,,,,,
Danny Ward,25,2018-2019,14000000,,,,,,
Gareth Barry,28,2009-2010,13900000,,,,,,
Mauricio Isla,24,2012-2013,13900000,,,,,,
Yohan Cabaye,29,2015-2016,13900000,,,,,,
Saido Berahino,23,2016-2017,13900000,,,,,,
Alex Oxlade-Chamberlain,17,2011-2012,13800000,,,,,,
Jeffrey Schlupp,24,2016-2017,13800000,,,,,,
Vedran Corluka,22,2008-2009,13750000,,,,,,
Roberto Soriano,25,2016-2017,13750000,,,,,,
Peter Crouch,27,2008-2009,13700000,,,,,,
Jay Rodríguez,27,2017-2018,13700000,,,,,,
Harry Maguire,24,2017-2018,13700000,,,,,,
Michael Turner,25,2009-2010,13600000,,,,,,
Giovanni van Bronckhorst,26,2001-2002,13500000,,,,,,
Jonathan Woodgate,23,2002-2003,13500000,,,,,,
Eduardo,24,2007-2008,13500000,,,,,,
Yoann Gourcuff,22,2009-2010,13500000,,,,,,
Hernanes,25,2010-2011,13500000,,,,,,
Raúl Meireles,28,2011-2012,13500000,,,,,,
Jérôme Boateng,22,2011-2012,13500000,,,,,,
Pizzi,22,2011-2012,13500000,,,,,,
Eduardo Vargas,22,2011-2012,13500000,,,,,,
Christian Eriksen,21,2013-2014,13500000,,,,,,
Medhi Benatia,26,2013-2014,13500000,,,,,,
Leon Bailey,19,2016-2017,13500000,,,,,,
Stevan Jovetic,27,2016-2017,13500000,,,,,,
Nathan Redmond,22,2016-2017,13500000,,,,,,
Marten de Roon,26,2017-2018,13500000,,,,,,
Davy Klaassen,25,2018-2019,13500000,,,,,,
Benik Afobe,25,2018-2019,13500000,,,,,,
Cengiz Ünder,20,2017-2018,13400000,,,,,,
Ryan Bertrand,25,2014-2015,13340000,,,,,,
Andy Johnson,27,2008-2009,13300000,,,,,,
Fabio Borini,21,2012-2013,13300000,,,,,,
Benik Afobe,22,2015-2016,13300000,,,,,,
Khalid Boulahrouz,24,2006-2007,13200000,,,,,,
Ashley Young,21,2006-2007,13200000,,,,,,
Loïc Rémy,27,2014-2015,13200000,,,,,,
Adriano,19,2001-2002,13190000,,,,,,
Sergi Darder,21,2015-2016,13100000,,,,,,
Aldo Duscher,21,2000-2001,13000000,,,,,,
Mohamed Kallon,21,2001-2002,13000000,,,,,,
Goran Drulic,24,2001-2002,13000000,,,,,,
Jorge Andrade,24,2002-2003,13000000,,,,,,
Javi Moreno,27,2002-2003,13000000,,,,,,
Petr Cech,22,2004-2005,13000000,,,,,,
David Pizarro,26,2006-2007,13000000,,,,,,
Tiago,26,2007-2008,13000000,,,,,,
David Suazo,27,2007-2008,13000000,,,,,,
Raúl García,20,2007-2008,13000000,,,,,,
Rolando Bianchi,24,2007-2008,13000000,,,,,,
Alan Hutton,23,2007-2008,13000000,,,,,,
Vedran Corluka,21,2007-2008,13000000,,,,,,
Mancini,27,2008-2009,13000000,,,,,,
Diego Milito,29,2008-2009,13000000,,,,,,
Fabricio Coloccini,26,2008-2009,13000000,,,,,,
Wayne Bridge,28,2008-2009,13000000,,,,,,
Stewart Downing,25,2009-2010,13000000,,,,,,
Bafétimbi Gomis,23,2009-2010,13000000,,,,,,
Raúl Meireles,27,2010-2011,13000000,,,,,,
Arda Turan,24,2011-2012,13000000,,,,,,
Danilo,19,2011-2012,13000000,,,,,,
Rafael van der Vaart,29,2012-2013,13000000,,,,,,
Mario Mandzukic,26,2012-2013,13000000,,,,,,
Lucas Ocampos,18,2012-2013,13000000,,,,,,
Philippe Coutinho,20,2012-2013,13000000,,,,,,
Leandro Damião,24,2013-2014,13000000,,,,,,
Pierre-Emerick Aubameyang,24,2013-2014,13000000,,,,,,
Emmanuel Emenike,26,2013-2014,13000000,,,,,,
Mauro Icardi,20,2013-2014,13000000,,,,,,
Gary Medel,26,2013-2014,13000000,,,,,,
Bojan Krkic,22,2013-2014,13000000,,,,,,
Bruma,18,2013-2014,13000000,,,,,,
Lucas Silva,21,2014-2015,13000000,,,,,,
Aymen Abdennour,24,2014-2015,13000000,,,,,,
Konstantinos Manolas,23,2014-2015,13000000,,,,,,
Hernanes,30,2015-2016,13000000,,,,,,
Demba Ba,30,2015-2016,13000000,,,,,,
Fredy Guarín,29,2015-2016,13000000,,,,,,
Charles Aránguiz,26,2015-2016,13000000,,,,,,
Stephan El Shaarawy,23,2016-2017,13000000,,,,,,
Roberto Pereyra,25,2016-2017,13000000,,,,,,
Nicola Sansone,24,2016-2017,13000000,,,,,,
Jasper Cillessen,27,2016-2017,13000000,,,,,,
Benjamin Mendy,21,2016-2017,13000000,,,,,,
Yannick Gerhardt,22,2016-2017,13000000,,,,,,
Wilfried Bony,28,2017-2018,13000000,,,,,,
Bruma,22,2017-2018,13000000,,,,,,
Marko Rog,21,2017-2018,13000000,,,,,,
Davy Pröpper,25,2017-2018,13000000,,,,,,
Sandro Wagner,30,2017-2018,13000000,,,,,,
Steve Mounié,22,2017-2018,13000000,,,,,,
Emre Mor,20,2017-2018,13000000,,,,,,
Juan Foyth,19,2017-2018,13000000,,,,,,
Gerard Deulofeu,24,2018-2019,13000000,,,,,,
Roman Eremenko,24,2011-2012,12900000,,,,,,
Ramiro Funes Mori,24,2015-2016,12900000,,,,,,
Jonathan Kodjia,26,2016-2017,12900000,,,,,,
Hugo Viana,19,2002-2003,12750000,,,,,,
Ben Davies,21,2014-2015,12650000,,,,,,
Brown Ideye,25,2014-2015,12630000,,,,,,
Divock Origi,19,2014-2015,12630000,,,,,,
Matthew Upson,27,2006-2007,12600000,,,,,,
Johan Elmander,27,2008-2009,12600000,,,,,,
Hugo Lloris,25,2012-2013,12600000,,,,,,
Adam Johnson,25,2012-2013,12600000,,,,,,
Jack Rodwell,23,2014-2015,12600000,,,,,,
Nigel Reo-Coker,23,2007-2008,12500000,,,,,,
Jérôme Boateng,21,2010-2011,12500000,,,,,,
Laurent Koscielny,24,2010-2011,12500000,,,,,,
Arturo Vidal,24,2011-2012,12500000,,,,,,
Jan Vertonghen,25,2012-2013,12500000,,,,,,
Giampaolo Pazzini,28,2012-2013,12500000,,,,,,
Manolo Gabbiadini,23,2014-2015,12500000,,,,,,
Fraser Forster,26,2014-2015,12500000,,,,,,
Mohamed Elneny,23,2015-2016,12500000,,,,,,
Fernando,24,2016-2017,12500000,,,,,,
Yunus Malli,24,2016-2017,12500000,,,,,,
Jannik Vestergaard,23,2016-2017,12500000,,,,,,
Roque Mesa,28,2017-2018,12500000,,,,,,
Bruno Peres,27,2017-2018,12500000,,,,,,
Simon Kjær,28,2017-2018,12500000,,,,,,
Yevhen Konoplyanka,27,2017-2018,12500000,,,,,,
Sven Bender,28,2017-2018,12500000,,,,,,
Yongpo Wang,30,2016-2017,12440000,,,,,,
Andre Gray,24,2015-2016,12400000,,,,,,
Richarlison,20,2017-2018,12400000,,,,,,
Massimo Maccarone,22,2002-2003,12380000,,,,,,
Didier Zokora,25,2006-2007,12350000,,,,,,
Alex Pritchard,24,2017-2018,12350000,,,,,,
Ezequiel Barco,18,2017-2018,12280000,,,,,,
Ugo Ehiogu,27,2000-2001,12200000,,,,,,
Andy Cole,30,2001-2002,12200000,,,,,,
Wojciech Szczesny,27,2017-2018,12200000,,,,,,
Dean Richards,27,2001-2002,12150000,,,,,,
Simão,21,2001-2002,12000000,,,,,,
Éric Carrière,28,2001-2002,12000000,,,,,,
Alberto Gilardino,20,2002-2003,12000000,,,,,,
Andy van der Meyde,23,2003-2004,12000000,,,,,,
Jiri Jarosik,27,2004-2005,12000000,,,,,,
Michael Owen,24,2004-2005,12000000,,,,,,
Lúcio,26,2004-2005,12000000,,,,,,
Asier del Horno,24,2005-2006,12000000,,,,,,
David Pizarro,25,2005-2006,12000000,,,,,,
David Villa,23,2005-2006,12000000,,,,,,
Mohamed Sissoko,20,2005-2006,12000000,,,,,,
Nicolas Anelka,27,2006-2007,12000000,,,,,,
Eidur Gudjohnsen,27,2006-2007,12000000,,,,,,
Gonzalo Higuaín,19,2006-2007,12000000,,,,,,
José Antonio Reyes,23,2007-2008,12000000,,,,,,
Juan Riquelme,29,2007-2008,12000000,,,,,,
Gabriel Heinze,29,2007-2008,12000000,,,,,,
Breno,18,2007-2008,12000000,,,,,,
Branislav Ivanovic,23,2007-2008,12000000,,,,,,
Kieron Dyer,28,2007-2008,12000000,,,,,,
Arouna Koné,23,2007-2008,12000000,,,,,,
Elano,26,2007-2008,12000000,,,,,,
Younès Kaboul,21,2007-2008,12000000,,,,,,
Javier Arizmendi,23,2007-2008,12000000,,,,,,
Juan Manuel Vargas,24,2008-2009,12000000,,,,,,
Hatem Ben Arfa,21,2008-2009,12000000,,,,,,
Jérémy Ménez,21,2008-2009,12000000,,,,,,
Stéphane Mbia,23,2009-2010,12000000,,,,,,
Afonso Alves,28,2009-2010,12000000,,,,,,
Thomas Vermaelen,23,2009-2010,12000000,,,,,,
Simon Kjær,21,2010-2011,12000000,,,,,,
Aleksandr Bukharov,25,2010-2011,12000000,,,,,,
Filipe Luís,24,2010-2011,12000000,,,,,,
Jorge Martínez,27,2010-2011,12000000,,,,,,
Aiden McGeady,24,2010-2011,12000000,,,,,,
Edinson Cavani,24,2011-2012,12000000,,,,,,
Gervinho,24,2011-2012,12000000,,,,,,
Mikel Arteta,29,2011-2012,12000000,,,,,,
Bojan Krkic,20,2011-2012,12000000,,,,,,
Papiss Demba Cissé,26,2011-2012,12000000,,,,,,
Bryan Ruíz,26,2011-2012,12000000,,,,,,
Stefan Savic,20,2011-2012,12000000,,,,,,
Yann M'Vila,22,2012-2013,12000000,,,,,,
Olivier Giroud,25,2012-2013,12000000,,,,,,
Luuk de Jong,21,2012-2013,12000000,,,,,,
Marco Verratti,19,2012-2013,12000000,,,,,,
Ola John,20,2012-2013,12000000,,,,,,
Lassana Diarra,28,2013-2014,12000000,,,,,,
Vágner Love,29,2013-2014,12000000,,,,,,
Adem Ljajic,21,2013-2014,12000000,,,,,,
Raúl Albiol,27,2013-2014,12000000,,,,,,
Florian Thauvin,20,2013-2014,12000000,,,,,,
Marc-André ter Stegen,22,2014-2015,12000000,,,,,,
Nicolás Otamendi,26,2014-2015,12000000,,,,,,
Kevin Kampl,24,2014-2015,12000000,,,,,,
Emre Can,20,2014-2015,12000000,,,,,,
Abel Hernández,24,2014-2015,12000000,,,,,,
Claudio Bravo,31,2014-2015,12000000,,,,,,
Max Kruse,27,2015-2016,12000000,,,,,,
Luis Muriel,24,2015-2016,12000000,,,,,,
Chicharito,27,2015-2016,12000000,,,,,,
Chancel Mbemba,20,2015-2016,12000000,,,,,,
Jordan Ayew,23,2015-2016,12000000,,,,,,
Rony Lopes,19,2015-2016,12000000,,,,,,
Riechedly Bazoer,20,2016-2017,12000000,,,,,,
Manuel Lanzini,23,2016-2017,12000000,,,,,,
Raphaël Guerreiro,22,2016-2017,12000000,,,,,,
Sebastian Rode,25,2016-2017,12000000,,,,,,
Maicon,27,2016-2017,12000000,,,,,,
Brown Ideye,28,2016-2017,12000000,,,,,,
Matt Ritchie,26,2016-2017,12000000,,,,,,
Robert Snodgrass,29,2016-2017,12000000,,,,,,
Dwight Gayle,25,2016-2017,12000000,,,,,,
David Neres,19,2016-2017,12000000,,,,,,
Ömer Toprak,27,2017-2018,12000000,,,,,,
